BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim4,,,,LZ_2679,Sie zeigen Anwendungen von Transistorschaltungen auf.,K2,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim4,,,,LZ_9029,"Sie dimensionieren Grundschaltungen mit Dioden, LEDs, Optokopplern, Feldeffekttransistoren und Bipolartransistoren.",K3,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim4,,,,LZ_4112,Sie berechnen Gleichstromgrössen der Emitterschaltung und beschreiben das Verhalten des Wechselstroms.,K3,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim4,"Aufbau und Funktion von Diode, LED, Optokoppler, Transistoren, FET",4,14,LZ_5627,Sie erklären das Betriebsverhalten der Diode.,K2,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim4,,,,LZ_5628,"Sie erklären die grundlegende Funktion und Anwendungen von Z-Dioden, LEDs und Schalttransistoren.",K2,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim4,,,,LZ_2011,Sie beschreiben den Transistor als Schalter in Schaltungen.,K2,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim4,,,,LZ_4108,"Sie interpretieren Kennlinien, Grenz- und Kennwerte von Fotodioden, Fototransistoren, Leuchtdioden und Optokopplern.",K5,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim4,,,,LZ_4109,Sie bestimmen das Stromübertragungsverhältnis beim Optokoppler.,K4,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 08,Sie simulieren elektronische Schaltungen.,LFB_El_Dim4,"Grundkenntnisse Simulationstool, Einbindung von Transistoren und Dioden",5,4,LZ_1949,"Sie zeichnen gemischte Schaltungen auf, erklären, berechnen und messen sie aus.",K3,2. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim5,"Operationsverstärker, Verstärkerschaltung, Nicht invertierender Verstärker, invertierender Verstärker",1,15,LZ_2234,Sie erklären die entsprechenden Grundschaltungen mit Operationsverstärkern.,K2,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim5,,,,LZ_4117,Sie zeichnen invertierende und nichtinvertierende Operationsverstärkerschaltungen (inklusive Impedanzwandler) auf und zu benennen.,K3,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim5,,,,LZ_4118,Sie erklären das Prinzip der Mit- und Gegenkopplung und beschreiben den Einfluss der Gegenkopplung auf die Verstärkung und Bandbreite.,K2,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim5,"Operationsverstärker, Verstärkerschaltung, Nicht invertierender Verstärker, invertierender Verstärker",2,10,LZ_4121,Sie dimensionieren invertierende und nichtinvertierende Operationsverstärkerschaltungen und berechnen Eingangs- und Ausgangswiderstände.,K4,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim5,,,,LZ_4123,Sie dimensionieren den symmetrischen (invertierten und nicht invertierten) Komparator/Schwellwertschalter (Schmitt-Trigger).,K4,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 08,Sie simulieren elektronische Schaltungen.,LFB_El_Dim5,Grundkenntnisse Simulationstool,3,5,LZ_9030,Sie messen Schaltungen in einem Simulationstool aus.,K3,4. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim6,"Grundschaltungen OPV, RC-Verhalten im Gleich- und Wechselstrom, Wechselstromgrössen",1,18,LZ_4138,Sie zeichnen und berechnen RC-Filter (1. Ordnung) mit OPV.,K3,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim6,,,,LZ_4012,Sie beschreiben und messen das Prinzip der aktiven Filter höherer Ordnung.,K2,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,"Grundschaltungen OPV, RC-Verhalten im Gleich- und Wechselstrom, Wechselstromgrössen",2,25,LZ_4122,Sie dimensionieren Summier- und Subtrahierverstärker.,K4,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,,,,LZ_4130,Sie berechnen und zeichnen die Ausgangsspannungsverläufe für impulsförmige Eingangsspannungen beim Integrierverstärker.,K3,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,,,,LZ_9031,Sie erklären die entsprechenden erweiterten Grundschaltungen mit Operationsverstärkern.,K2,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,,,,LZ_4138,Sie zeichnen und berechnen RC-Filter (1. Ordnung) mit OPV.,K3,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,,,,LZ_4012,Sie beschreiben und messen das Prinzip der aktiven Filter höherer Ordnung.,K2,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim6,,,,LZ_4126,"Sie erklären das Verhalten von idealen und realen Operationsverstärkern, das die folgenden Aspekte umfasst: Differenzverstärkung, Gleichtaktverstärkung, Gleichtaktunterdrückung, Ausgangsaussteuerbarkeit, Eingangswiderstand, Eingangsoffsetspannung, Anstiegsgeschwindigkeit, Transitfrequenz und das Verstärkung-Bandbreiten-Produkt (GBW).",K2,5. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim7,"Elektronische Bauelemente, Schaltungen mit Operationsverstärkern, Schaltungstechnik",1,19,LZ_9034,"Sie berechnen die unterschiedlichen Komponenten von P-, I-, D-, PI-, PID-Reglern anhand des Regelverhaltens.",K3,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim7,,,,LZ_9035,"Sie wählen passende Leistungshalbleiter wie Thyristor, Triac, Power MOSFET und IGBT's für eine Leistungsendstufe aus.",K5,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim7,,,,LZ_9036,"Sie berechnen Wellenlängen, Leitungsreflexionen und Abstrahlung elektromagnetischer Wellen in verschiedenen Medien.",K3,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 06,Sie dimensionieren elektronische Komponenten.,LFB_El_Dim7,,,,LZ_9037,Sie berechnen die verschiedenen Komponenten unterschiedlicher Arten von Spannungswandlerschaltungen aus.,K3,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,"Elektronische Bauelemente, Schaltungen mit Operationsverstärkern, Schaltungstechnik",2,20,LZ_4177,"Sie erklären die Begriffe Regelgrösse, Istwert, Führungsgrösse, Sollwert, Regelabweichung, Stellgrösse und Störgrösse.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_2372,"Sie erklären grafisch das Übertragungsverhalten von P-, PI- und PID-Regeleinrichtungen.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4179,"Sie erklären das Prinzip von P-, I-, D-, PI-, PID-Reglern und zeichnen deren Sprungantworten auf.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_129,Sie unterscheiden Steuerungen und Regelungen und stellen diese als Blockdiagramm dar.,K4,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4192,"Sie erklären die Arbeitsweise und Kennlinien von Thyristor, Triac und IGBT's.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4193,"Sie beschreiben Methoden der Leistungssteuerung, wie die geschaltete-PWM, Phasenanschnitt- und Phasenabschnittsteuerung.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4198,Sie beschreiben das Prinzip des elektronischen Lastrelais.,K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4151,Sie erläutern das Spektrum elektromagnetischer Wellen.,K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4153,"Sie beschreiben den Zusammenhang zwischen Wellenlänge, Ausbreitungsgeschwindigkeit und Frequenz.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4155,Sie beschreiben die Ausbreitung von elektromagnetischen Wellen.,K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4164,Sie unterscheiden zwischen analoger und digitaler Modulation.,K4,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4156,Sie erklären den Begriff elektromagnetische Verträglichkeit (EMV).,K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_4157,"Sie erklären die Abstrahlung und Einkopplung elektromagnetischer Wellen, wobei ein Draht als Antenne fungiert.",K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_9032,Sie erklären die Funktion von unterschiedlichen Stabilisierungsschaltungen für Spannung und Strom.,K3,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 4,BFS,ET b1 07,Sie erarbeiten klassische Grundschaltungen.,LFB_El_Dim7,,,,LZ_9033,Sie unterscheiden verschiedene Arten von Spannungswandlerschaltungen.,K2,8. Sem.,1
ET,9999 b.01,NQR 4,P,LN 2,BFS,ET b1 20,Sie erläutern die Prinzipien des Ecodesigns in Bezug auf material- und energieeffizientes Design.,LFB_El_Dim7,"Energiesparzustände von Ics, Wirkungsgrad von Grundschaltungen, Verluste bei Leistungsstufen",3,1,LZ_9038,Sie nennen verschiedene Ansätze für die ECO-Optimierung von komplexen Schaltungen.,K1,8. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,BFS,ET b3 15,Sie erläutern schädliche Einflüsse auf Leiterplatten oder Baugruppen.,LFB_El_LPUm,"Feuchtigkeit, Staub, Temperatur, Vibrationen, Chemikalien, Korrosion, Delamination, Rissbildung, Stösse, Biegung, Brüche, Kurzschlüsse, Überstrom, Überspannung, Überhitzung, Beschichtungen, Gehäuse, Schwingungsdämpfer, Überspannungsschutz, Sicherungen",1,4,LZ_9069,Sie können verschiedene Arten von schädlichen Umwelteinflüssen auf Leiterplatten und Baugruppen identifizieren.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,BFS,ET b3 15,Sie erläutern schädliche Einflüsse auf Leiterplatten oder Baugruppen.,LFB_El_LPUm,,,,LZ_9070,"Sie können erklären, wie mechanische Belastungen Leiterplatten und Baugruppen beschädigen können.",K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,BFS,ET b3 15,Sie erläutern schädliche Einflüsse auf Leiterplatten oder Baugruppen.,LFB_El_LPUm,,,,LZ_9071,Sie können die Auswirkungen von Überstrom und Überspannung auf elektronische Bauteile beschreiben.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,BFS,ET b3 15,Sie erläutern schädliche Einflüsse auf Leiterplatten oder Baugruppen.,LFB_El_LPUm,,,,LZ_9072,Sie können Massnahmen zum Schutz von Leiterplatten und Baugruppen vor schädlichen Einflüssen nennen und erklären.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 13,Sie erklären die Effekte der elektrostatischen Entladung (ESD).,LFB_El_LPUm,"Elektrostatik, Ladung, Reibung, Entladung, Erdung, Arbeitsbekleidung, Werkzeuge",2,4,LZ_9064,Sie können die Entstehung elektrostatischer Ladungen erklären.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 13,Sie erklären die Effekte der elektrostatischen Entladung (ESD).,LFB_El_LPUm,,,,LZ_9065,Sie können die Auswirkungen einer elektrostatischen Entladung (ESD) auf elektronische Bauteile beschreiben.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 13,Sie erklären die Effekte der elektrostatischen Entladung (ESD).,LFB_El_LPUm,,,,LZ_9066,Sie können Massnahmen zum Schutz vor elektrostatischer Entladung (ESD) nennen und erklären.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 13,Sie erklären die Effekte der elektrostatischen Entladung (ESD).,LFB_El_LPUm,,,,LZ_9067,Sie können die Funktionsweise eines ESD-Arbeitsplatzes erklären.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 13,Sie erklären die Effekte der elektrostatischen Entladung (ESD).,LFB_El_LPUm,,,,LZ_9068,Sie können die Bedeutung von ESD-Schutz in der Elektronikindustrie erläutern.,K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,ET b3 16,Sie identifizieren in Datenblättern oder Inhaltsangaben problematische Stoffe und mögliche Gefahren bezüglich Arbeits- und Umweltschutz.,LFB_El_LPUm,"Gefährliche Stoffe, Sicherheitshinweise, Gefahrensymbole, H-Sätze (Gefahrenhinweise), P-Sätze (Sicherheitshinweise), menschliche Gesundheit, Umwelt, Toxizität, Entzündbarkeit, Umweltgefährlichkeit, Vorschriften, Entsorgungskategorie, Entsorgungswege, Ersatzstoffe",3,2,LZ_9073,"Sie können relevante Abschnitte in Datenblättern und Inhaltsangaben identifizieren, die Informationen zu gefährlichen Stoffen und Sicherheitshinweisen enthalten.",K2,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,ET b3 16,Sie identifizieren in Datenblättern oder Inhaltsangaben problematische Stoffe und mögliche Gefahren bezüglich Arbeits- und Umweltschutz.,LFB_El_LPUm,,,,LZ_9075,Sie können anhand von Informationen in Datenblättern und Inhaltsangaben die potenziellen Gefahren von Stoffen für die menschliche Gesundheit und die Umwelt bewerten.,K4,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,ET b3 16,Sie identifizieren in Datenblättern oder Inhaltsangaben problematische Stoffe und mögliche Gefahren bezüglich Arbeits- und Umweltschutz.,LFB_El_LPUm,,,,LZ_9076,Sie können anhand von Informationen in Datenblättern und Inhaltsangaben die Entsorgung von gefährlichen Stoffen gemäss den geltenden Vorschriften planen.,K3,5. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,ET b3 16,Sie identifizieren in Datenblättern oder Inhaltsangaben problematische Stoffe und mögliche Gefahren bezüglich Arbeits- und Umweltschutz.,LFB_El_LPUm,,,,LZ_9077,Sie können die Bedeutung von Substitution und Minimierung von gefährlichen Stoffen erläutern.,K2,5. Sem.,1
ET,9999 b.02,NQR 4,P,LN 1,BFS,ET b2 07,Sie erklären die grundlegenden Eigenschaften einer Leiterplatte.,LFB_El_Lay,"Verbundwerkstoffe, Materialkunde (Kupfer, Epoxidharz, Glasfaser, Lack)",1,2,LZ_9046,Sie zählen die drei am häufigsten eingesetzten Leiterplatten-Trägermaterialien auf.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 1,BFS,ET b2 07,Sie erklären die grundlegenden Eigenschaften einer Leiterplatte.,LFB_El_Lay,,,,LZ_9047,Sie beschreiben den Aufbau und die Bestandteile des Leiterplatten-Trägermaterials FR4.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 1,BFS,ET b2 07,Sie erklären die grundlegenden Eigenschaften einer Leiterplatte.,LFB_El_Lay,,,,LZ_9048,Sie beschreiben die chemischen und physikalischen Eigenschaften des Leiterplatten-Trägermaterials FR4.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 1,BFS,ET b2 07,Sie erklären die grundlegenden Eigenschaften einer Leiterplatte.,LFB_El_Lay,,,,LZ_9050,"Sie beschreiben das Phänomen, dass Lötstopplack dazu dient, Kurzschlüsse beim Löten zu verhindern und die Korrosion der Leiterbahnen verhindert.",K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,ET b2 09,Sie unterscheiden Komponenten Bauformen.,LFB_El_Lay,Bauformen von elektronischen und elektrotechnischen Bauteilen,2,2,LZ_9054,"Sie benennen die Abkürzungen THT und SMD, können deren Eigenschaften nennen und zählen die Vor- und Nachteile beider Bauteilmontagearten auf.",K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,ET b2 09,Sie unterscheiden Komponenten Bauformen.,LFB_El_Lay,,,,LZ_9055,Sie benennen die gängigsten THT- und SMD-Footprints.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,"Pläne, Zeichnungen, Stücklisten, Abläufe, Schemas, Übersichtsschemas, Stromlaufpläne, schematische Darstellungen, Bauteilbezeichnung, Datenblatt, Funktion, Footprint, Footprint-Übereinstimmung und Maßnahmen bei Abweichungen Grundsätze: Sie kennen die Grundsätze der ISO 8015 Grundsatz des Aufrufens, Grundsatz des Geometrieelementes, Grundsatz der Unabhängigkeit Grundstruktur einer Techn. Zeichnung: Sie kennen die Grundstruktur einer technischen Zeichnung Formate, Massstäbe, Vordruck und Schriftfeld, Nummerierungssystem Darstellungsprinzipien (Projektionsmethoden): Draufsicht, Seitenansicht von links, Seitenansicht von rechts, Unteransicht, Rückansicht Linienarten: Rangordnung, Linienstärken Bemassungsarten: Masseintragung, normgerechte Bemassung, Bemassungsarten, besondere Bemassungsarten, Massarten Masstoleranzen: Definition und Begriffe, Allgemeintoleranzen Modifikatoren für Masstoleranzen: E, CT, UF, Anzahl Geometrieelemente Bezüge anwenden: Einzelbezug, Gemeinsamer Bezug, Bezugssysteme Form- Lagetoleranzen: Position, Form einer beliebigen Fläche, Symmetrie Indikatoren für geometrische Toleranzen: Toleranzindikator, TED Geometrische Toleranzen: Allgemeintoleranzen Werkstückkanten: Angaben, Kanten, Übergänge",3,20,LZ_694,Sie erläutern technische Dokumente und unterscheiden deren Informationsgehalt in den Grundzügen.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_1075,Sie interpretieren Übersichtsschemas und Stromlaufpläne in zusammenhängender und aufgelöster Darstellung.,K5,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_1090,Sie lesen und interpretieren schematische Darstellungen.,K4,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9062,Sie suchen aufgrund der Bauteilbezeichnung das vom Hersteller herausgegebene Datenblatt und können damit die grundsätzliche Funktion des Bauteils herleiten.,K4,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9063,"Sie stellen sicher, dass der Footprint auf der Leiterplatte mit dem tatsächlichen Footprint des Bauteile übereinstimmt und leiten bei Abweichungen entsprechende Massnahmen ein.",K4,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9458,Sie beschreiben die Grundsätze der ISO 8015.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9011,Sie zeigen die Grundstruktur einer technischen Zeichnung auf.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9603_2,Sie benennen die Projektionsmethoden.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9604_2,Sie unterscheiden normierte Linienarten.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9019,"Sie interpretieren Masseintragungen, Massarten und Massanordnungen.",K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9605_2,Sie benennen und interpretieren Definitionen von Mass- und Allgemeintoleranzen.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9606_2,Sie unterscheiden Indikatoren für geometrische Toleranzen.,K1,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9016,Sie unterscheiden Massmodifikatoren für Masstoleranzen.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9020,Sie interpretieren Bezüge und Bezugssysteme.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_810,Sie interpretieren Form- und Lagetoleranzen unter Berücksichtigung der entsprechenden Normen.,K5,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9460,Sie interpretieren geometrische Allgemeintoleranzen.,K2,3. Sem.,1
ET,9999 b.02,NQR 4,P,LN 2,BFS,KR c1 07,Sie entscheiden sich für genormte Darstellungs- und Spezifikationsarten und wenden diese den Funktionen entsprechend an.,LFB_El_Lay,,,,LZ_9005,Sie interpretieren Normbezeichnungen von Werkstückkanten.,K2,3. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,BFS,ET b3 14,Sie beschreiben die Eigenschaften von verschiedenen Leiter- und Steckertypen.,LFB_El_Lay,"Querschnitt, Material, Widerstand, Flexibilität, Stromdichte, Wärmeentwicklung, Strombelastbarkeit, Löten (Litzen), Kontaktwiderstand, Steckverbindungen, Spannungsfestigkeit, Leiterabstand, Durchschlagsfestigkeit, Kriechstrom, Luftfeuchtigkeit, Verschmutzung, Vibration, Zug, Wärmeableitung",4,2,LZ_9049,Sie beschreiben die Abhängigkeit der Strombelastbarkeit vom Leiterbahnquerschnitt.,K2,3. Sem.,1
