BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 07,Sie erstellen aufgrund der Anliegen von Kunden und Lieferanten die Anforderungsliste für den Auftrag.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 09,Sie recherchieren die relevanten technischen Informationen zum Auftrag und informieren entsprechend.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 10,Sie erläutern in der internen Kommunikation die technischen Begriffe anderen Beteiligten.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 22,Sie validieren die erarbeitete Planung und treffen die Entscheidung über die weitere Vorgehensweise.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 02,Sie stellen bei Aufträgen/Anliegen von Kunden oder Lieferanten aufgrund der Dokumentenanalyse relevante Fragen.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 03,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und interpretieren die Auftragsdokumente.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 04,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und kommunizieren dabei aktiv.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 05,Sie definieren im projektorientierten Auftrag aufgrund der Anliegen von Kunden und Lieferanten die Abgrenzungen zu anderen Projekten und Aufträgen.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 07,Sie erstellen aufgrund der Anliegen von Kunden und Lieferanten die Anforderungsliste für den Auftrag.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 08,Sie ergänzen in der Anforderungsliste die relevanten technischen Informationen für den Auftrag.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 09,Sie recherchieren die relevanten technischen Informationen zum Auftrag und informieren entsprechend.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 10,Sie erläutern in der internen Kommunikation die technischen Begriffe anderen Beteiligten.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 11,Sie setzen in der internen Kommunikation die richtigen technischen Begriffe ein.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 14,Sie optimieren aufgrund von Rückmeldungen Auftragsplanungen.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 17,Sie stellen Kundentermine sowie den Einsatz von Mitarbeitenden sicher.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 22,Sie validieren die erarbeitete Planung und treffen die Entscheidung über die weitere Vorgehensweise.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 26,Sie nehmen ihre verschiedenen spezifischen Rollen im Arbeitsprozess wahr und handeln ihren Kompetenzen entsprechend.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 01,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und stellen aufgrund der Dokumentenanalyse die relevanten Fragen.,LFB_9999_d.01_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 02,Sie stellen bei Aufträgen/Anliegen von Kunden oder Lieferanten aufgrund der Dokumentenanalyse relevante Fragen.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 04,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und kommunizieren dabei aktiv.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 05,Sie definieren im projektorientierten Auftrag aufgrund der Anliegen von Kunden und Lieferanten die Abgrenzungen zu anderen Projekten und Aufträgen.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 06,Sie definieren im projektorientierten Auftrag aufgrund der Anliegen von Kunden und Lieferanten die Rahmenbedingungen zum Projektauftrag.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 07,Sie erstellen aufgrund der Anliegen von Kunden und Lieferanten die Anforderungsliste für den Auftrag.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 08,Sie ergänzen in der Anforderungsliste die relevanten technischen Informationen für den Auftrag.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 09,Sie recherchieren die relevanten technischen Informationen zum Auftrag und informieren entsprechend.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 11,Sie setzen in der internen Kommunikation die richtigen technischen Begriffe ein.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 13,Sie kommunizieren den Kunden und Lieferanten die relevanten Auftragsdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 14,Sie optimieren aufgrund von Rückmeldungen Auftragsplanungen.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 16,Sie koordinieren im Auftrag Arbeitsabläufe und Termine.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 17,Sie stellen Kundentermine sowie den Einsatz von Mitarbeitenden sicher.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 18,Sie planen eine optimale Auslastung der Betriebsmittel und Materialien.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 19,Sie identifizieren sich gegenseitig beeinflussende Faktoren.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 22,Sie validieren die erarbeitete Planung und treffen die Entscheidung über die weitere Vorgehensweise.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 24,Sie setzen Methoden zur Planung adäquat ein.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 26,Sie nehmen ihre verschiedenen spezifischen Rollen im Arbeitsprozess wahr und handeln ihren Kompetenzen entsprechend.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 02,Sie treiben innovative Ideen voran.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 03 02,Sie setzen technologische Trends betriebsspezifisch in ihrem Arbeitsbereich um.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 01,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und stellen aufgrund der Dokumentenanalyse die relevanten Fragen.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 02,Sie setzen die richtigen technischen Begriffe in der internen Kommunikation ein und erläutern diese anderen Beteiligten.,LFB_9999_d.01_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 04,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und kommunizieren dabei aktiv.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 05,Sie definieren im projektorientierten Auftrag aufgrund der Anliegen von Kunden und Lieferanten die Abgrenzungen zu anderen Projekten und Aufträgen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 06,Sie definieren im projektorientierten Auftrag aufgrund der Anliegen von Kunden und Lieferanten die Rahmenbedingungen zum Projektauftrag.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 07,Sie erstellen aufgrund der Anliegen von Kunden und Lieferanten die Anforderungsliste für den Auftrag.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 08,Sie ergänzen in der Anforderungsliste die relevanten technischen Informationen für den Auftrag.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 11,Sie setzen in der internen Kommunikation die richtigen technischen Begriffe ein.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 13,Sie kommunizieren den Kunden und Lieferanten die relevanten Auftragsdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 14,Sie optimieren aufgrund von Rückmeldungen Auftragsplanungen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 15,Sie erstellen gemäss Kundenauftrag Auftragsplanungen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 16,Sie koordinieren im Auftrag Arbeitsabläufe und Termine.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 17,Sie stellen Kundentermine sowie den Einsatz von Mitarbeitenden sicher.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 18,Sie planen eine optimale Auslastung der Betriebsmittel und Materialien.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 20,Sie antizipieren mögliche unvorhersehbare Veränderungen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 19,Sie identifizieren sich gegenseitig beeinflussende Faktoren.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 22,Sie validieren die erarbeitete Planung und treffen die Entscheidung über die weitere Vorgehensweise.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 24,Sie setzen Methoden zur Planung adäquat ein.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 25,"Sie reflektieren gegenüber Mitarbeitern, Vorgesetzten und im Team ihre Rollenwahrnehmung.",LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 26,Sie nehmen ihre verschiedenen spezifischen Rollen im Arbeitsprozess wahr und handeln ihren Kompetenzen entsprechend.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 02,Sie treiben innovative Ideen voran.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 03 02,Sie setzen technologische Trends betriebsspezifisch in ihrem Arbeitsbereich um.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 03 03,Sie treiben erfolgsversprechende Veränderungen voran.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 01,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und stellen aufgrund der Dokumentenanalyse die relevanten Fragen.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 02,Sie setzen die richtigen technischen Begriffe in der internen Kommunikation ein und erläutern diese anderen Beteiligten.,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 09 03,Sie kommunizieren in Verhandlungssituationen den Kunden und Lieferanten die relevanten Projektdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 04,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und kommunizieren dabei aktiv.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 11,Sie setzen in der internen Kommunikation die richtigen technischen Begriffe ein.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 13,Sie kommunizieren den Kunden und Lieferanten die relevanten Auftragsdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 14,Sie optimieren aufgrund von Rückmeldungen Auftragsplanungen.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 15,Sie erstellen gemäss Kundenauftrag Auftragsplanungen.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 16,Sie koordinieren im Auftrag Arbeitsabläufe und Termine.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 18,Sie planen eine optimale Auslastung der Betriebsmittel und Materialien.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 20,Sie antizipieren mögliche unvorhersehbare Veränderungen.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 19,Sie identifizieren sich gegenseitig beeinflussende Faktoren.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 24,Sie setzen Methoden zur Planung adäquat ein.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 25,"Sie reflektieren gegenüber Mitarbeitern, Vorgesetzten und im Team ihre Rollenwahrnehmung.",LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 26,Sie nehmen ihre verschiedenen spezifischen Rollen im Arbeitsprozess wahr und handeln ihren Kompetenzen entsprechend.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 02,Sie treiben innovative Ideen voran.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 01 03,Sie unterstützen andere bei der Umsetzung innovativer Ideen und richten ihre Tätigkeiten an den Zielen und der Strategie des Unternehmens aus.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 04,Sie nehmen eine Führungsrolle wahr.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 03 02,Sie setzen technologische Trends betriebsspezifisch in ihrem Arbeitsbereich um.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 03 03,Sie treiben erfolgsversprechende Veränderungen voran.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 01,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und stellen aufgrund der Dokumentenanalyse die relevanten Fragen.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 02,Sie setzen die richtigen technischen Begriffe in der internen Kommunikation ein und erläutern diese anderen Beteiligten.,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 09 03,Sie kommunizieren in Verhandlungssituationen den Kunden und Lieferanten die relevanten Projektdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 13,Sie kommunizieren den Kunden und Lieferanten die relevanten Auftragsdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 14,Sie optimieren aufgrund von Rückmeldungen Auftragsplanungen.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 15,Sie erstellen gemäss Kundenauftrag Auftragsplanungen.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 18,Sie planen eine optimale Auslastung der Betriebsmittel und Materialien.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,xx d1 20,Sie antizipieren mögliche unvorhersehbare Veränderungen.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 25,"Sie reflektieren gegenüber Mitarbeitern, Vorgesetzten und im Team ihre Rollenwahrnehmung.",LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 26,Sie nehmen ihre verschiedenen spezifischen Rollen im Arbeitsprozess wahr und handeln ihren Kompetenzen entsprechend.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 01 01,Sie entwickeln innovative Ideen.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 02,Sie treiben innovative Ideen voran.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 01 03,Sie unterstützen andere bei der Umsetzung innovativer Ideen und richten ihre Tätigkeiten an den Zielen und der Strategie des Unternehmens aus.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 01 04,Sie nehmen eine Führungsrolle wahr.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,MEM 03 02,Sie setzen technologische Trends betriebsspezifisch in ihrem Arbeitsbereich um.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 03 03,Sie treiben erfolgsversprechende Veränderungen voran.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 01,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und stellen aufgrund der Dokumentenanalyse die relevanten Fragen.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,MEM 09 02,Sie setzen die richtigen technischen Begriffe in der internen Kommunikation ein und erläutern diese anderen Beteiligten.,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BE,MEM 09 03,Sie kommunizieren in Verhandlungssituationen den Kunden und Lieferanten die relevanten Projektdaten (Sie pflegen den Informationsaustausch).,LFB_9999_d.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 05,Sie kommunizieren Auftragsabweichungen gegenüber den betroffenen Personen.,LFB_9999_d.02_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 01,Sie setzen Methoden zur Kontrolle in einem projektorientierten Auftrag adäquat ein.,LFB_9999_d.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 04,Sie ergreifen bei Auftragsabweichungen zielführende Massnahmen.,LFB_9999_d.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 05,Sie kommunizieren Auftragsabweichungen gegenüber den betroffenen Personen.,LFB_9999_d.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,xx d2 06,Sie bewerten Auftragsänderungen.,LFB_9999_d.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 01,Sie setzen Methoden zur Kontrolle in einem projektorientierten Auftrag adäquat ein.,LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 04,Sie ergreifen bei Auftragsabweichungen zielführende Massnahmen.,LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 05,Sie kommunizieren Auftragsabweichungen gegenüber den betroffenen Personen.,LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,xx d2 06,Sie bewerten Auftragsänderungen.,LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 07,Sie stellen die Nachverfolgung von auftragsrelevanten Dokumenten sicher.,LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 4,BE,MEM 04 03,"Sie planen, wenn nötig, nachvollziehbare Korrekturmassnahmen und setzen diese um.",LFB_9999_d.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 01,Sie setzen Methoden zur Kontrolle in einem projektorientierten Auftrag adäquat ein.,LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 02,Sie überprüfen laufend die Zielerreichung des projektorientierten Auftrages bezüglich der Termine (Meilensteine) und Kosten.,LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 03,"Sie überprüfen laufend die Zielerreichung des projektorientierten Auftrages bezüglich der Qualität, Quantität und Verantwortlichkeiten.",LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 04,Sie ergreifen bei Auftragsabweichungen zielführende Massnahmen.,LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,xx d2 06,Sie bewerten Auftragsänderungen.,LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 07,Sie stellen die Nachverfolgung von auftragsrelevanten Dokumenten sicher.,LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,MEM 04 01,"Sie setzen bei der Arbeitsausführung die Vorgaben der Arbeitsprozesse, die Branchennormen und betrieblichen Qualitätsvorgaben um.",LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 4,BE,MEM 04 03,"Sie planen, wenn nötig, nachvollziehbare Korrekturmassnahmen und setzen diese um.",LFB_9999_d.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 02,Sie überprüfen laufend die Zielerreichung des projektorientierten Auftrages bezüglich der Termine (Meilensteine) und Kosten.,LFB_9999_d.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 03,"Sie überprüfen laufend die Zielerreichung des projektorientierten Auftrages bezüglich der Qualität, Quantität und Verantwortlichkeiten.",LFB_9999_d.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BE,xx d2 07,Sie stellen die Nachverfolgung von auftragsrelevanten Dokumenten sicher.,LFB_9999_d.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,MEM 04 01,"Sie setzen bei der Arbeitsausführung die Vorgaben der Arbeitsprozesse, die Branchennormen und betrieblichen Qualitätsvorgaben um.",LFB_9999_d.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BE,MEM 04 02,Sie überprüfen Arbeiten im Entstehungsprozess und führen entsprechende Kontrollen nach betrieblichen Vorgaben durch.,LFB_9999_d.02_6,-,-,-,-,-,-,6. Sem.,1
